MATERIAL,Product_Type,Product_SubType
MAT001768,Product_Type_303,Product_SubType_303-1
MAT001769,Product_Type_1184,Product_SubType_1184-2
MAT001770,Product_Type_1402,Product_SubType_1402-1
MAT001771,Product_Type_937,Product_SubType_937-1
MAT001772,Product_Type_1284,Product_SubType_1284-3
MAT001773,Product_Type_961,Product_SubType_961-2
MAT001774,Product_Type_214,Product_SubType_214-4
MAT001775,Product_Type_512,Product_SubType_512-6
MAT001776,Product_Type_799,Product_SubType_799-5
MAT001777,Product_Type_936,Product_SubType_936-1
MAT001778,Product_Type_1268,Product_SubType_1268-2
MAT001779,Product_Type_8,Product_SubType_8-4
MAT001780,Product_Type_576,Product_SubType_576-3
MAT001781,Product_Type_891,Product_SubType_891-3
MAT001782,Product_Type_629,Product_SubType_629-5
MAT001783,Product_Type_1266,Product_SubType_1266-1
MAT001784,Product_Type_557,Product_SubType_557-1
MAT001785,Product_Type_1135,Product_SubType_1135-2
MAT001786,Product_Type_1034,Product_SubType_1034-8
MAT001787,Product_Type_227,Product_SubType_227-4
MAT001788,Product_Type_1024,Product_SubType_1024-5
MAT001789,Product_Type_1180,Product_SubType_1180-5
MAT001790,Product_Type_79,Product_SubType_79-2
MAT001791,Product_Type_253,Product_SubType_253-4
MAT001792,Product_Type_85,Product_SubType_85-2
MAT001793,Product_Type_802,Product_SubType_802-2
MAT001794,Product_Type_1443,Product_SubType_1443-3
MAT001795,Product_Type_1372,Product_SubType_1372-1
MAT001796,Product_Type_256,Product_SubType_256-1
MAT001797,Product_Type_430,Product_SubType_430-4
MAT001798,Product_Type_1201,Product_SubType_1201-1
MAT001799,Product_Type_306,Product_SubType_306-3
MAT001800,Product_Type_14,Product_SubType_14-3
MAT001801,Product_Type_1329,Product_SubType_1329-2
MAT001802,Product_Type_88,Product_SubType_88-3
MAT001803,Product_Type_627,Product_SubType_627-1
MAT001804,Product_Type_16,Product_SubType_16-3
MAT001805,Product_Type_340,Product_SubType_340-5
MAT001806,Product_Type_186,Product_SubType_186-1
MAT001807,Product_Type_679,Product_SubType_679-1
MAT001808,Product_Type_533,Product_SubType_533-4
MAT001809,Product_Type_822,Product_SubType_822-1
MAT001810,Product_Type_501,Product_SubType_501-5
MAT001811,Product_Type_1077,Product_SubType_1077-6
MAT001812,Product_Type_1401,Product_SubType_1401-5
MAT001813,Product_Type_31,Product_SubType_31-2
MAT001814,Product_Type_933,Product_SubType_933-2
MAT001815,Product_Type_1422,Product_SubType_1422-1
MAT001816,Product_Type_295,Product_SubType_295-1
MAT001817,Product_Type_859,Product_SubType_859-1
MAT001818,Product_Type_124,Product_SubType_124-3
MAT001819,Product_Type_1113,Product_SubType_1113-4
MAT001820,Product_Type_730,Product_SubType_730-3
MAT001821,Product_Type_20,Product_SubType_20-2
MAT001822,Product_Type_1105,Product_SubType_1105-3
MAT001823,Product_Type_310,Product_SubType_310-5
MAT001824,Product_Type_1341,Product_SubType_1341-1
MAT001825,Product_Type_758,Product_SubType_758-4
MAT001826,Product_Type_1222,Product_SubType_1222-2
MAT001827,Product_Type_759,Product_SubType_759-2
MAT001828,Product_Type_1487,Product_SubType_1487-2
MAT001829,Product_Type_1107,Product_SubType_1107-1
MAT001830,Product_Type_1058,Product_SubType_1058-6
MAT001831,Product_Type_277,Product_SubType_277-3
MAT001832,Product_Type_1464,Product_SubType_1464-1
MAT001833,Product_Type_644,Product_SubType_644-2
MAT001834,Product_Type_23,Product_SubType_23-1
MAT001835,Product_Type_854,Product_SubType_854-3
MAT001836,Product_Type_640,Product_SubType_640-2
MAT001837,Product_Type_1462,Product_SubType_1462-4
MAT001838,Product_Type_1127,Product_SubType_1127-6
MAT001839,Product_Type_729,Product_SubType_729-2
MAT001840,Product_Type_726,Product_SubType_726-1
MAT001841,Product_Type_1466,Product_SubType_1466-1
MAT001842,Product_Type_1354,Product_SubType_1354-3
MAT001843,Product_Type_1488,Product_SubType_1488-4
MAT001844,Product_Type_673,Product_SubType_673-2
MAT001845,Product_Type_1109,Product_SubType_1109-2
MAT001846,Product_Type_376,Product_SubType_376-3
MAT001847,Product_Type_104,Product_SubType_104-5
MAT001848,Product_Type_125,Product_SubType_125-2
MAT001849,Product_Type_1119,Product_SubType_1119-3
MAT001850,Product_Type_991,Product_SubType_991-5
MAT001851,Product_Type_573,Product_SubType_573-4
MAT001852,Product_Type_855,Product_SubType_855-4
MAT001853,Product_Type_287,Product_SubType_287-3
MAT001854,Product_Type_617,Product_SubType_617-2
MAT001855,Product_Type_846,Product_SubType_846-1
MAT001856,Product_Type_528,Product_SubType_528-4
MAT001857,Product_Type_647,Product_SubType_647-3
MAT001858,Product_Type_1066,Product_SubType_1066-5
MAT001859,Product_Type_1397,Product_SubType_1397-3
MAT001860,Product_Type_1178,Product_SubType_1178-4
MAT001861,Product_Type_285,Product_SubType_285-1
MAT001862,Product_Type_1228,Product_SubType_1228-3
MAT001863,Product_Type_829,Product_SubType_829-2
MAT001864,Product_Type_448,Product_SubType_448-1
MAT001865,Product_Type_1274,Product_SubType_1274-4
MAT001866,Product_Type_315,Product_SubType_315-3
MAT001867,Product_Type_7,Product_SubType_7-1
MAT001868,Product_Type_1409,Product_SubType_1409-1
MAT001869,Product_Type_1215,Product_SubType_1215-1
MAT001870,Product_Type_1494,Product_SubType_1494-5
MAT001871,Product_Type_966,Product_SubType_966-1
MAT001872,Product_Type_1211,Product_SubType_1211-2
MAT001873,Product_Type_1012,Product_SubType_1012-2
MAT001874,Product_Type_1178,Product_SubType_1178-2
MAT001875,Product_Type_1220,Product_SubType_1220-5
MAT001876,Product_Type_1445,Product_SubType_1445-2
MAT001877,Product_Type_77,Product_SubType_77-1
MAT001878,Product_Type_1012,Product_SubType_1012-2
MAT001879,Product_Type_625,Product_SubType_625-2
MAT001880,Product_Type_640,Product_SubType_640-5
MAT001881,Product_Type_485,Product_SubType_485-3
MAT001882,Product_Type_351,Product_SubType_351-4
MAT001883,Product_Type_967,Product_SubType_967-3
MAT001884,Product_Type_1444,Product_SubType_1444-3
MAT001885,Product_Type_263,Product_SubType_263-1
MAT001886,Product_Type_1316,Product_SubType_1316-1
MAT001887,Product_Type_828,Product_SubType_828-4
MAT001888,Product_Type_1197,Product_SubType_1197-2
MAT001889,Product_Type_58,Product_SubType_58-1
MAT001890,Product_Type_493,Product_SubType_493-8
MAT001891,Product_Type_472,Product_SubType_472-1
MAT001892,Product_Type_542,Product_SubType_542-4
MAT001893,Product_Type_955,Product_SubType_955-2
MAT001894,Product_Type_1174,Product_SubType_1174-1
MAT001895,Product_Type_1484,Product_SubType_1484-1
MAT001896,Product_Type_166,Product_SubType_166-4
MAT001897,Product_Type_1100,Product_SubType_1100-7
MAT001898,Product_Type_625,Product_SubType_625-3
MAT001899,Product_Type_1191,Product_SubType_1191-1
MAT001900,Product_Type_1467,Product_SubType_1467-3
MAT001901,Product_Type_379,Product_SubType_379-3
MAT001902,Product_Type_622,Product_SubType_622-6
MAT001903,Product_Type_1261,Product_SubType_1261-2
MAT001904,Product_Type_1380,Product_SubType_1380-1
MAT001905,Product_Type_49,Product_SubType_49-1
MAT001906,Product_Type_530,Product_SubType_530-3
MAT001907,Product_Type_9,Product_SubType_9-2
MAT001908,Product_Type_427,Product_SubType_427-1
MAT001909,Product_Type_1234,Product_SubType_1234-4
MAT001910,Product_Type_512,Product_SubType_512-5
MAT001911,Product_Type_1315,Product_SubType_1315-1
MAT001912,Product_Type_696,Product_SubType_696-1
MAT001913,Product_Type_1020,Product_SubType_1020-4
MAT001914,Product_Type_1031,Product_SubType_1031-2
MAT001915,Product_Type_506,Product_SubType_506-3
MAT001916,Product_Type_562,Product_SubType_562-1
MAT001917,Product_Type_741,Product_SubType_741-3
MAT001918,Product_Type_684,Product_SubType_684-2
MAT001919,Product_Type_1403,Product_SubType_1403-3
MAT001920,Product_Type_1138,Product_SubType_1138-2
MAT001921,Product_Type_649,Product_SubType_649-3
MAT001922,Product_Type_202,Product_SubType_202-3
MAT001923,Product_Type_1344,Product_SubType_1344-2
MAT001924,Product_Type_505,Product_SubType_505-4
MAT001925,Product_Type_809,Product_SubType_809-2
MAT001926,Product_Type_253,Product_SubType_253-1
MAT001927,Product_Type_104,Product_SubType_104-1
MAT001928,Product_Type_1218,Product_SubType_1218-7
MAT001929,Product_Type_502,Product_SubType_502-2
MAT001930,Product_Type_41,Product_SubType_41-1
MAT001931,Product_Type_56,Product_SubType_56-3
MAT001932,Product_Type_561,Product_SubType_561-2
MAT001933,Product_Type_1113,Product_SubType_1113-2
MAT001934,Product_Type_608,Product_SubType_608-5
MAT001935,Product_Type_1011,Product_SubType_1011-1
MAT001936,Product_Type_795,Product_SubType_795-2
MAT001937,Product_Type_780,Product_SubType_780-2
MAT001938,Product_Type_373,Product_SubType_373-4
MAT001939,Product_Type_61,Product_SubType_61-4
MAT001940,Product_Type_812,Product_SubType_812-3
MAT001941,Product_Type_322,Product_SubType_322-2
MAT001942,Product_Type_642,Product_SubType_642-1
MAT001943,Product_Type_457,Product_SubType_457-4
MAT001944,Product_Type_722,Product_SubType_722-2
MAT001945,Product_Type_1004,Product_SubType_1004-3
MAT001946,Product_Type_1480,Product_SubType_1480-3
MAT001947,Product_Type_351,Product_SubType_351-2
MAT001948,Product_Type_1112,Product_SubType_1112-1
MAT001949,Product_Type_1499,Product_SubType_1499-2
MAT001950,Product_Type_93,Product_SubType_93-1
MAT001951,Product_Type_381,Product_SubType_381-2
MAT001952,Product_Type_1151,Product_SubType_1151-5
MAT001953,Product_Type_1207,Product_SubType_1207-2
MAT001954,Product_Type_412,Product_SubType_412-1
MAT001955,Product_Type_534,Product_SubType_534-1
MAT001956,Product_Type_110,Product_SubType_110-7
MAT001957,Product_Type_883,Product_SubType_883-4
MAT001958,Product_Type_1022,Product_SubType_1022-4
MAT001959,Product_Type_1382,Product_SubType_1382-8
MAT001960,Product_Type_1113,Product_SubType_1113-5
MAT001961,Product_Type_173,Product_SubType_173-2
MAT001962,Product_Type_506,Product_SubType_506-2
MAT001963,Product_Type_602,Product_SubType_602-2
MAT001964,Product_Type_236,Product_SubType_236-1
MAT001965,Product_Type_24,Product_SubType_24-4
MAT001966,Product_Type_124,Product_SubType_124-3
MAT001967,Product_Type_1204,Product_SubType_1204-4
MAT001968,Product_Type_325,Product_SubType_325-2
MAT001969,Product_Type_177,Product_SubType_177-4
MAT001970,Product_Type_168,Product_SubType_168-3
MAT001971,Product_Type_784,Product_SubType_784-2
MAT001972,Product_Type_608,Product_SubType_608-4
MAT001973,Product_Type_168,Product_SubType_168-3
MAT001974,Product_Type_1066,Product_SubType_1066-5
MAT001975,Product_Type_774,Product_SubType_774-2
MAT001976,Product_Type_147,Product_SubType_147-1
MAT001977,Product_Type_143,Product_SubType_143-3
MAT001978,Product_Type_557,Product_SubType_557-2
MAT001979,Product_Type_1236,Product_SubType_1236-1
MAT001980,Product_Type_909,Product_SubType_909-3
MAT001981,Product_Type_1249,Product_SubType_1249-1
MAT001982,Product_Type_43,Product_SubType_43-1
MAT001983,Product_Type_901,Product_SubType_901-1
MAT001984,Product_Type_1216,Product_SubType_1216-4
MAT001985,Product_Type_887,Product_SubType_887-1
MAT001986,Product_Type_208,Product_SubType_208-1
MAT001987,Product_Type_1350,Product_SubType_1350-1
MAT001988,Product_Type_339,Product_SubType_339-4
MAT001989,Product_Type_646,Product_SubType_646-2
MAT001990,Product_Type_52,Product_SubType_52-4
MAT001991,Product_Type_49,Product_SubType_49-5
MAT001992,Product_Type_1462,Product_SubType_1462-3
MAT001993,Product_Type_405,Product_SubType_405-1
MAT001994,Product_Type_1091,Product_SubType_1091-2
MAT001995,Product_Type_870,Product_SubType_870-4
MAT001996,Product_Type_600,Product_SubType_600-2
MAT001997,Product_Type_23,Product_SubType_23-3
MAT001998,Product_Type_676,Product_SubType_676-2
MAT001999,Product_Type_24,Product_SubType_24-2
MAT002000,Product_Type_190,Product_SubType_190-1
MAT002001,Product_Type_96,Product_SubType_96-4
MAT002002,Product_Type_1160,Product_SubType_1160-4
MAT002003,Product_Type_237,Product_SubType_237-1
MAT002004,Product_Type_1492,Product_SubType_1492-1
MAT002005,Product_Type_737,Product_SubType_737-3
MAT002006,Product_Type_185,Product_SubType_185-3
MAT002007,Product_Type_1124,Product_SubType_1124-4
MAT002008,Product_Type_1063,Product_SubType_1063-4
MAT002009,Product_Type_1273,Product_SubType_1273-3
MAT002010,Product_Type_1233,Product_SubType_1233-3
MAT002011,Product_Type_612,Product_SubType_612-4
MAT002012,Product_Type_890,Product_SubType_890-3
MAT002013,Product_Type_1064,Product_SubType_1064-2
MAT002014,Product_Type_1427,Product_SubType_1427-2
MAT002015,Product_Type_243,Product_SubType_243-5
MAT002016,Product_Type_882,Product_SubType_882-3
MAT002017,Product_Type_606,Product_SubType_606-2
MAT002018,Product_Type_20,Product_SubType_20-3
MAT002019,Product_Type_987,Product_SubType_987-2
MAT002020,Product_Type_1374,Product_SubType_1374-4
MAT002021,Product_Type_751,Product_SubType_751-2
MAT002022,Product_Type_84,Product_SubType_84-3
MAT002023,Product_Type_812,Product_SubType_812-3
MAT002024,Product_Type_186,Product_SubType_186-2
MAT002025,Product_Type_1355,Product_SubType_1355-3
MAT002026,Product_Type_1279,Product_SubType_1279-1
MAT002027,Product_Type_391,Product_SubType_391-1
MAT002028,Product_Type_694,Product_SubType_694-2
MAT002029,Product_Type_270,Product_SubType_270-4
MAT002030,Product_Type_593,Product_SubType_593-1
MAT002031,Product_Type_280,Product_SubType_280-5
MAT002032,Product_Type_149,Product_SubType_149-1
MAT002033,Product_Type_848,Product_SubType_848-2
MAT002034,Product_Type_553,Product_SubType_553-1
MAT002035,Product_Type_410,Product_SubType_410-1
MAT002036,Product_Type_1407,Product_SubType_1407-3
MAT002037,Product_Type_1124,Product_SubType_1124-4
MAT002038,Product_Type_266,Product_SubType_266-3
MAT002039,Product_Type_1415,Product_SubType_1415-2
MAT002040,Product_Type_608,Product_SubType_608-5
MAT002041,Product_Type_592,Product_SubType_592-4
MAT002042,Product_Type_1200,Product_SubType_1200-4
MAT002043,Product_Type_1433,Product_SubType_1433-4
MAT002044,Product_Type_919,Product_SubType_919-1
MAT002045,Product_Type_378,Product_SubType_378-2
MAT002046,Product_Type_1273,Product_SubType_1273-4
MAT002047,Product_Type_464,Product_SubType_464-3
MAT002048,Product_Type_1459,Product_SubType_1459-2
MAT002049,Product_Type_1477,Product_SubType_1477-4
MAT002050,Product_Type_175,Product_SubType_175-2
MAT002051,Product_Type_131,Product_SubType_131-5
MAT002052,Product_Type_119,Product_SubType_119-2
MAT002053,Product_Type_228,Product_SubType_228-1
MAT002054,Product_Type_91,Product_SubType_91-2
MAT002055,Product_Type_1096,Product_SubType_1096-3
MAT002056,Product_Type_20,Product_SubType_20-4
MAT002057,Product_Type_9,Product_SubType_9-1
MAT002058,Product_Type_921,Product_SubType_921-2
MAT002059,Product_Type_1181,Product_SubType_1181-2
MAT002060,Product_Type_863,Product_SubType_863-4
MAT002061,Product_Type_1488,Product_SubType_1488-6
MAT002062,Product_Type_177,Product_SubType_177-1
MAT002063,Product_Type_1127,Product_SubType_1127-2
MAT002064,Product_Type_253,Product_SubType_253-3
MAT002065,Product_Type_147,Product_SubType_147-1
MAT002066,Product_Type_822,Product_SubType_822-1
MAT002067,Product_Type_35,Product_SubType_35-2
MAT002068,Product_Type_776,Product_SubType_776-3
MAT002069,Product_Type_1249,Product_SubType_1249-5
MAT002070,Product_Type_801,Product_SubType_801-1
MAT002071,Product_Type_909,Product_SubType_909-3
MAT002072,Product_Type_585,Product_SubType_585-4
MAT002073,Product_Type_947,Product_SubType_947-3
MAT002074,Product_Type_1031,Product_SubType_1031-1
MAT002075,Product_Type_592,Product_SubType_592-5
MAT002076,Product_Type_462,Product_SubType_462-2
MAT002077,Product_Type_331,Product_SubType_331-4
MAT002078,Product_Type_962,Product_SubType_962-3
MAT002079,Product_Type_405,Product_SubType_405-1
MAT002080,Product_Type_1208,Product_SubType_1208-2
MAT002081,Product_Type_62,Product_SubType_62-1
MAT002082,Product_Type_1132,Product_SubType_1132-4
MAT002083,Product_Type_515,Product_SubType_515-3
MAT002084,Product_Type_858,Product_SubType_858-1
MAT002085,Product_Type_1193,Product_SubType_1193-5
MAT002086,Product_Type_1128,Product_SubType_1128-4
MAT002087,Product_Type_1295,Product_SubType_1295-1
MAT002088,Product_Type_1045,Product_SubType_1045-1
MAT002089,Product_Type_68,Product_SubType_68-3
MAT002090,Product_Type_678,Product_SubType_678-1
MAT002091,Product_Type_806,Product_SubType_806-1
MAT002092,Product_Type_181,Product_SubType_181-3
MAT002093,Product_Type_318,Product_SubType_318-1
MAT002094,Product_Type_31,Product_SubType_31-2
MAT002095,Product_Type_1369,Product_SubType_1369-3
MAT002096,Product_Type_942,Product_SubType_942-6
MAT002097,Product_Type_1235,Product_SubType_1235-4
MAT002098,Product_Type_877,Product_SubType_877-2
MAT002099,Product_Type_467,Product_SubType_467-2
MAT002100,Product_Type_355,Product_SubType_355-1
MAT002101,Product_Type_1003,Product_SubType_1003-2
MAT002102,Product_Type_1153,Product_SubType_1153-4
MAT002103,Product_Type_1146,Product_SubType_1146-4
MAT002104,Product_Type_1473,Product_SubType_1473-3
MAT002105,Product_Type_73,Product_SubType_73-5
MAT002106,Product_Type_37,Product_SubType_37-3
MAT002107,Product_Type_422,Product_SubType_422-4
MAT002108,Product_Type_596,Product_SubType_596-3
MAT002109,Product_Type_616,Product_SubType_616-2
MAT002110,Product_Type_1421,Product_SubType_1421-6
MAT002111,Product_Type_1176,Product_SubType_1176-5
MAT002112,Product_Type_134,Product_SubType_134-2
MAT002113,Product_Type_928,Product_SubType_928-2
MAT002114,Product_Type_470,Product_SubType_470-2
MAT002115,Product_Type_1357,Product_SubType_1357-6
MAT002116,Product_Type_279,Product_SubType_279-3
MAT002117,Product_Type_78,Product_SubType_78-1
MAT002118,Product_Type_785,Product_SubType_785-2
MAT002119,Product_Type_464,Product_SubType_464-3
MAT002120,Product_Type_99,Product_SubType_99-1
MAT002121,Product_Type_936,Product_SubType_936-2
MAT002122,Product_Type_1235,Product_SubType_1235-3
MAT002123,Product_Type_839,Product_SubType_839-3
MAT002124,Product_Type_1247,Product_SubType_1247-4
MAT002125,Product_Type_572,Product_SubType_572-7
MAT002126,Product_Type_299,Product_SubType_299-5
MAT002127,Product_Type_1248,Product_SubType_1248-1
MAT002128,Product_Type_974,Product_SubType_974-2
MAT002129,Product_Type_965,Product_SubType_965-7
MAT002130,Product_Type_400,Product_SubType_400-2
MAT002131,Product_Type_846,Product_SubType_846-5
MAT002132,Product_Type_583,Product_SubType_583-1
