material,material_type
MAT003260,Material_Type_1
MAT003261,Material_Type_2
MAT003262,Material_Type_2
MAT003263,Material_Type_2
MAT003264,Material_Type_1
MAT003265,Material_Type_1
MAT003266,Material_Type_1
MAT003267,Material_Type_1
MAT003268,Material_Type_1
MAT003269,Material_Type_1
MAT003270,Material_Type_2
MAT003271,Material_Type_2
MAT003272,Material_Type_1
MAT003273,Material_Type_2
MAT003274,Material_Type_2
MAT003275,Material_Type_1
MAT003276,Material_Type_2
MAT003277,Material_Type_2
MAT003278,Material_Type_1
MAT003279,Material_Type_1
MAT003280,Material_Type_2
MAT003281,Material_Type_2
MAT003282,Material_Type_1
MAT003283,Material_Type_1
MAT003284,Material_Type_1
MAT003285,Material_Type_2
MAT003286,Material_Type_2
MAT003287,Material_Type_2
MAT003288,Material_Type_2
MAT003289,Material_Type_2
MAT003290,Material_Type_2
MAT003291,Material_Type_1
MAT003292,Material_Type_1
MAT003293,Material_Type_2
MAT003294,Material_Type_2
MAT003295,Material_Type_1
MAT003296,Material_Type_1
MAT003297,Material_Type_2
MAT003298,Material_Type_2
MAT003299,Material_Type_1
MAT003300,Material_Type_2
MAT003301,Material_Type_1
MAT003302,Material_Type_1
MAT003303,Material_Type_1
MAT003304,Material_Type_2
MAT003305,Material_Type_1
MAT003306,Material_Type_2
MAT003307,Material_Type_2
MAT003308,Material_Type_2
MAT003309,Material_Type_2
MAT003310,Material_Type_1
MAT003311,Material_Type_2
MAT003312,Material_Type_1
MAT003313,Material_Type_2
MAT003314,Material_Type_2
MAT003315,Material_Type_2
MAT003316,Material_Type_1
MAT003317,Material_Type_1
MAT003318,Material_Type_1
MAT003319,Material_Type_1
MAT003320,Material_Type_2
MAT003321,Material_Type_1
MAT003322,Material_Type_2
MAT003323,Material_Type_2
MAT003324,Material_Type_1
MAT003325,Material_Type_2
MAT003326,Material_Type_2
MAT003327,Material_Type_2
MAT003328,Material_Type_2
MAT003329,Material_Type_2
MAT003330,Material_Type_2
MAT003331,Material_Type_1
MAT003332,Material_Type_1
MAT003333,Material_Type_2
MAT003334,Material_Type_1
MAT003335,Material_Type_2
MAT003336,Material_Type_2
MAT003337,Material_Type_1
MAT003338,Material_Type_2
MAT003339,Material_Type_1
MAT003340,Material_Type_2
MAT003341,Material_Type_2
MAT003342,Material_Type_2
MAT003343,Material_Type_1
MAT003344,Material_Type_2
MAT003345,Material_Type_2
MAT003346,Material_Type_1
MAT003347,Material_Type_1
MAT003348,Material_Type_2
MAT003349,Material_Type_1
MAT003350,Material_Type_2
MAT003351,Material_Type_2
MAT003352,Material_Type_1
MAT003353,Material_Type_1
MAT003354,Material_Type_1
MAT003355,Material_Type_2
MAT003356,Material_Type_1
MAT003357,Material_Type_1
MAT003358,Material_Type_1
MAT003359,Material_Type_2
MAT003360,Material_Type_2
MAT003361,Material_Type_2
MAT003362,Material_Type_1
MAT003363,Material_Type_1
MAT003364,Material_Type_1
MAT003365,Material_Type_1
MAT003366,Material_Type_1
MAT003367,Material_Type_2
MAT003368,Material_Type_2
MAT003369,Material_Type_1
MAT003370,Material_Type_1
MAT003371,Material_Type_2
MAT003372,Material_Type_2
MAT003373,Material_Type_1
MAT003374,Material_Type_1
MAT003375,Material_Type_2
MAT003376,Material_Type_1
MAT003377,Material_Type_1
MAT003378,Material_Type_2
MAT003379,Material_Type_2
MAT003380,Material_Type_1
MAT003381,Material_Type_1
MAT003382,Material_Type_2
MAT003383,Material_Type_1
MAT003384,Material_Type_2
MAT003385,Material_Type_2
MAT003386,Material_Type_1
MAT003387,Material_Type_1
MAT003388,Material_Type_2
MAT003389,Material_Type_1
MAT003390,Material_Type_1
MAT003391,Material_Type_2
MAT003392,Material_Type_1
MAT003393,Material_Type_2
MAT003394,Material_Type_2
MAT003395,Material_Type_2
MAT003396,Material_Type_2
MAT003397,Material_Type_2
MAT003398,Material_Type_2
MAT003399,Material_Type_1
MAT003400,Material_Type_2
MAT003401,Material_Type_2
MAT003402,Material_Type_2
MAT003404,Material_Type_2
MAT003405,Material_Type_2
MAT003406,Material_Type_2
MAT003407,Material_Type_1
MAT003408,Material_Type_1
MAT003409,Material_Type_2
MAT003410,Material_Type_1
MAT003411,Material_Type_2
MAT003412,Material_Type_2
MAT003413,Material_Type_2
MAT003414,Material_Type_2
MAT003415,Material_Type_2
MAT003416,Material_Type_2
MAT003417,Material_Type_1
MAT003418,Material_Type_1
MAT003419,Material_Type_2
MAT003420,Material_Type_2
MAT003421,Material_Type_2
MAT003422,Material_Type_1
MAT003423,Material_Type_2
MAT003424,Material_Type_2
MAT003425,Material_Type_1
MAT003426,Material_Type_2
MAT003427,Material_Type_2
MAT003428,Material_Type_1
MAT003429,Material_Type_2
MAT003430,Material_Type_2
MAT003431,Material_Type_1
MAT003432,Material_Type_2
MAT003433,Material_Type_1
MAT003434,Material_Type_1
MAT003435,Material_Type_2
MAT003436,Material_Type_1
MAT003437,Material_Type_1
MAT003438,Material_Type_1
MAT003439,Material_Type_1
MAT003440,Material_Type_2
MAT003441,Material_Type_1
MAT003442,Material_Type_1
MAT003443,Material_Type_2
MAT003444,Material_Type_1
MAT003445,Material_Type_1
MAT003446,Material_Type_1
MAT003447,Material_Type_1
MAT003448,Material_Type_2
MAT003449,Material_Type_2
MAT003450,Material_Type_2
MAT003451,Material_Type_1
MAT003452,Material_Type_2
MAT003453,Material_Type_2
MAT003454,Material_Type_2
MAT003455,Material_Type_2
MAT003456,Material_Type_2
MAT003457,Material_Type_1
MAT003458,Material_Type_2
MAT003459,Material_Type_1
MAT003460,Material_Type_2
MAT003461,Material_Type_1
MAT003462,Material_Type_1
MAT003463,Material_Type_2
MAT003464,Material_Type_1
MAT003465,Material_Type_2
MAT003466,Material_Type_1
MAT003467,Material_Type_2
MAT003468,Material_Type_1
MAT003469,Material_Type_1
MAT003470,Material_Type_1
MAT003471,Material_Type_1
MAT003472,Material_Type_2
MAT003473,Material_Type_1
MAT003474,Material_Type_2
MAT003475,Material_Type_2
MAT003476,Material_Type_2
MAT003477,Material_Type_1
MAT003478,Material_Type_2
MAT003479,Material_Type_2
MAT003480,Material_Type_1
MAT003481,Material_Type_1
MAT003482,Material_Type_1
MAT003483,Material_Type_2
MAT003484,Material_Type_2
MAT003485,Material_Type_2
MAT003486,Material_Type_1
MAT003487,Material_Type_1
MAT003488,Material_Type_2
MAT003489,Material_Type_1
MAT003490,Material_Type_2
MAT003491,Material_Type_1
MAT003492,Material_Type_2
MAT003493,Material_Type_2
MAT003494,Material_Type_2
MAT003495,Material_Type_1
MAT003496,Material_Type_2
MAT003497,Material_Type_2
MAT003498,Material_Type_1
MAT003499,Material_Type_2
MAT003500,Material_Type_1
MAT003501,Material_Type_2
MAT003502,Material_Type_2
MAT003503,Material_Type_1
MAT003504,Material_Type_2
MAT003505,Material_Type_2
MAT003506,Material_Type_2
MAT003507,Material_Type_1
MAT003508,Material_Type_2
MAT003509,Material_Type_1
MAT003510,Material_Type_1
MAT003511,Material_Type_2
MAT003512,Material_Type_1
MAT003513,Material_Type_2
MAT003514,Material_Type_2
MAT003515,Material_Type_1
MAT003516,Material_Type_1
MAT003517,Material_Type_1
MAT003518,Material_Type_1
MAT003519,Material_Type_1
MAT003520,Material_Type_2
MAT003521,Material_Type_1
MAT003522,Material_Type_2
MAT003523,Material_Type_2
MAT003524,Material_Type_1
MAT003525,Material_Type_2
MAT003526,Material_Type_1
MAT003527,Material_Type_2
MAT003528,Material_Type_2
MAT003529,Material_Type_2
MAT003530,Material_Type_2
MAT003531,Material_Type_2
MAT003532,Material_Type_1
MAT003533,Material_Type_1
MAT003534,Material_Type_2
MAT003535,Material_Type_2
MAT003536,Material_Type_2
MAT003537,Material_Type_2
MAT003538,Material_Type_2
MAT003539,Material_Type_1
MAT003540,Material_Type_2
MAT003541,Material_Type_1
MAT003542,Material_Type_2
MAT003543,Material_Type_1
MAT003544,Material_Type_2
MAT003545,Material_Type_1
MAT003546,Material_Type_2
MAT003547,Material_Type_2
MAT003548,Material_Type_1
MAT003549,Material_Type_2
MAT003550,Material_Type_1
MAT003551,Material_Type_1
MAT003552,Material_Type_2
MAT003553,Material_Type_1
MAT003554,Material_Type_1
MAT003555,Material_Type_1
MAT003556,Material_Type_2
MAT003557,Material_Type_1
MAT003558,Material_Type_1
MAT003559,Material_Type_2
MAT003560,Material_Type_2
MAT003561,Material_Type_1
MAT003562,Material_Type_1
MAT003563,Material_Type_2
MAT003564,Material_Type_1
MAT003565,Material_Type_1
MAT003566,Material_Type_2
MAT003567,Material_Type_1
MAT003568,Material_Type_2
MAT003569,Material_Type_1
MAT003570,Material_Type_1
MAT003571,Material_Type_2
MAT003572,Material_Type_2
MAT003573,Material_Type_1
MAT003574,Material_Type_1
MAT003575,Material_Type_1
MAT003576,Material_Type_2
MAT003577,Material_Type_2
MAT003578,Material_Type_2
MAT003579,Material_Type_1
MAT003580,Material_Type_1
MAT003581,Material_Type_2
MAT003582,Material_Type_1
MAT003583,Material_Type_1
MAT003584,Material_Type_1
MAT003585,Material_Type_1
MAT003586,Material_Type_1
MAT003587,Material_Type_1
MAT003588,Material_Type_1
MAT003589,Material_Type_2
MAT003590,Material_Type_1
MAT003591,Material_Type_1
MAT003592,Material_Type_2
MAT003593,Material_Type_2
MAT003594,Material_Type_2
MAT003595,Material_Type_1
MAT003596,Material_Type_2
MAT003597,Material_Type_1
MAT003598,Material_Type_2
MAT003599,Material_Type_1
MAT003600,Material_Type_2
MAT003601,Material_Type_1
MAT003602,Material_Type_2
MAT003603,Material_Type_1
MAT003604,Material_Type_2
MAT003605,Material_Type_1
MAT003606,Material_Type_2
MAT003607,Material_Type_2
MAT003608,Material_Type_2
MAT003609,Material_Type_2
MAT003610,Material_Type_1
MAT003611,Material_Type_2
MAT003612,Material_Type_2
MAT003613,Material_Type_1
MAT003614,Material_Type_2
MAT003615,Material_Type_2
MAT003616,Material_Type_2
MAT003617,Material_Type_1
MAT003618,Material_Type_2
MAT003619,Material_Type_1
MAT003620,Material_Type_2
MAT003621,Material_Type_1
MAT003622,Material_Type_1
MAT003623,Material_Type_2
MAT003624,Material_Type_1
MAT003625,Material_Type_2
MAT003626,Material_Type_1
MAT003627,Material_Type_1
MAT003628,Material_Type_2
MAT003629,Material_Type_1
MAT003630,Material_Type_2
MAT003631,Material_Type_2
MAT003632,Material_Type_2
MAT003633,Material_Type_1
MAT003634,Material_Type_1
MAT003635,Material_Type_2
MAT003636,Material_Type_1
MAT003637,Material_Type_2
MAT003638,Material_Type_2
MAT003639,Material_Type_2
MAT003640,Material_Type_1
MAT003641,Material_Type_2
MAT003642,Material_Type_1
MAT003643,Material_Type_1
MAT003644,Material_Type_1
MAT003645,Material_Type_2
MAT003646,Material_Type_1
MAT003647,Material_Type_1
MAT003648,Material_Type_1
MAT003649,Material_Type_2
MAT003650,Material_Type_1
MAT003651,Material_Type_1
MAT003652,Material_Type_1
MAT003653,Material_Type_2
MAT003654,Material_Type_2
MAT003655,Material_Type_2
MAT003656,Material_Type_1
MAT003657,Material_Type_2
MAT003658,Material_Type_1
MAT003659,Material_Type_2
MAT003660,Material_Type_2
MAT003661,Material_Type_2
MAT003662,Material_Type_1
MAT003663,Material_Type_1
MAT003664,Material_Type_2
MAT003665,Material_Type_1
MAT003666,Material_Type_1
MAT003667,Material_Type_1
MAT003668,Material_Type_2
MAT003669,Material_Type_1
MAT003670,Material_Type_2
MAT003671,Material_Type_2
MAT003672,Material_Type_1
MAT003673,Material_Type_1
MAT003674,Material_Type_2
MAT003675,Material_Type_1
MAT003676,Material_Type_1
MAT003677,Material_Type_2
MAT003678,Material_Type_2
MAT003679,Material_Type_1
MAT003680,Material_Type_1
MAT003681,Material_Type_2
MAT003682,Material_Type_1
MAT003683,Material_Type_1
MAT003684,Material_Type_2
MAT003685,Material_Type_2
MAT003686,Material_Type_1
MAT003687,Material_Type_1
MAT003688,Material_Type_1
MAT003689,Material_Type_2
MAT003690,Material_Type_2
MAT003691,Material_Type_2
MAT003692,Material_Type_1
MAT003693,Material_Type_1
MAT003694,Material_Type_1
MAT003695,Material_Type_1
MAT003696,Material_Type_2
MAT003697,Material_Type_1
MAT003698,Material_Type_1
MAT003699,Material_Type_1
MAT003700,Material_Type_1
MAT003701,Material_Type_2
MAT003702,Material_Type_1
MAT003703,Material_Type_1
MAT003704,Material_Type_2
MAT003705,Material_Type_2
MAT003706,Material_Type_2
MAT003707,Material_Type_1
MAT003708,Material_Type_1
MAT003709,Material_Type_2
MAT003710,Material_Type_1
MAT003711,Material_Type_2
MAT003712,Material_Type_1
MAT003713,Material_Type_1
MAT003714,Material_Type_1
MAT003715,Material_Type_1
MAT003716,Material_Type_1
MAT003717,Material_Type_2
MAT003718,Material_Type_2
MAT003719,Material_Type_2
MAT003720,Material_Type_1
MAT003721,Material_Type_2
MAT003722,Material_Type_2
MAT003723,Material_Type_2
MAT003724,Material_Type_1
MAT003725,Material_Type_1
MAT003726,Material_Type_1
MAT003727,Material_Type_2
MAT003728,Material_Type_1
MAT003729,Material_Type_2
MAT003730,Material_Type_2
MAT003731,Material_Type_2
MAT003732,Material_Type_1
MAT003733,Material_Type_2
MAT003734,Material_Type_2
MAT003735,Material_Type_1
MAT003736,Material_Type_1
MAT003737,Material_Type_2
MAT003738,Material_Type_2
MAT003739,Material_Type_1
MAT003740,Material_Type_2
MAT003741,Material_Type_1
MAT003742,Material_Type_2
MAT003743,Material_Type_2
MAT003744,Material_Type_2
MAT003745,Material_Type_1
MAT003746,Material_Type_2
MAT003747,Material_Type_2
MAT003748,Material_Type_1
MAT003749,Material_Type_2
MAT003750,Material_Type_2
MAT003751,Material_Type_2
MAT003752,Material_Type_1
MAT003753,Material_Type_2
MAT003754,Material_Type_2
MAT003755,Material_Type_1
MAT003756,Material_Type_2
MAT003757,Material_Type_1
MAT003758,Material_Type_1
MAT003759,Material_Type_1
MAT003760,Material_Type_1
MAT003761,Material_Type_2
MAT003762,Material_Type_2
MAT003763,Material_Type_1
MAT003764,Material_Type_1
MAT003765,Material_Type_2
MAT003766,Material_Type_1
MAT003767,Material_Type_2
MAT003768,Material_Type_1
MAT003769,Material_Type_2
MAT003770,Material_Type_2
MAT003771,Material_Type_1
MAT003772,Material_Type_1
MAT003773,Material_Type_2
MAT003774,Material_Type_1
MAT003775,Material_Type_2
MAT003776,Material_Type_1
MAT003777,Material_Type_1
MAT003778,Material_Type_1
MAT003779,Material_Type_2
MAT003780,Material_Type_2
MAT003781,Material_Type_2
MAT003782,Material_Type_2
MAT003783,Material_Type_2
MAT003784,Material_Type_2
MAT003785,Material_Type_1
MAT003786,Material_Type_2
MAT003787,Material_Type_2
MAT003788,Material_Type_2
MAT003789,Material_Type_2
MAT003790,Material_Type_2
MAT003791,Material_Type_2
MAT003792,Material_Type_1
MAT003793,Material_Type_2
MAT003794,Material_Type_2
MAT003795,Material_Type_2
MAT003796,Material_Type_2
MAT003797,Material_Type_1
MAT003798,Material_Type_1
MAT003799,Material_Type_1
MAT003800,Material_Type_1
MAT003801,Material_Type_2
MAT003802,Material_Type_2
MAT003803,Material_Type_1
MAT003804,Material_Type_1
MAT003805,Material_Type_2
MAT003806,Material_Type_1
MAT003807,Material_Type_1
MAT003808,Material_Type_1
MAT003809,Material_Type_2
MAT003810,Material_Type_1
MAT003811,Material_Type_2
MAT003812,Material_Type_2
MAT003813,Material_Type_2
MAT003814,Material_Type_1
MAT003815,Material_Type_2
MAT003816,Material_Type_2
MAT003817,Material_Type_1
MAT003818,Material_Type_2
MAT003819,Material_Type_2
MAT003820,Material_Type_1
MAT003821,Material_Type_1
MAT003822,Material_Type_1
MAT003823,Material_Type_2
MAT003824,Material_Type_2
MAT003825,Material_Type_2
MAT003826,Material_Type_1
MAT003827,Material_Type_1
MAT003828,Material_Type_1
MAT003829,Material_Type_2
MAT003830,Material_Type_1
MAT003831,Material_Type_2
MAT003832,Material_Type_2
MAT003833,Material_Type_1
MAT003834,Material_Type_2
MAT003835,Material_Type_2
MAT003836,Material_Type_1
MAT003837,Material_Type_1
MAT003838,Material_Type_2
MAT003839,Material_Type_1
MAT003840,Material_Type_2
MAT003841,Material_Type_2
MAT003842,Material_Type_2
MAT003843,Material_Type_1
MAT003844,Material_Type_1
MAT003845,Material_Type_2
MAT003846,Material_Type_2
MAT003847,Material_Type_1
MAT003848,Material_Type_2
MAT003849,Material_Type_2
MAT003850,Material_Type_1
MAT003851,Material_Type_1
MAT003852,Material_Type_1
MAT003853,Material_Type_2
MAT003854,Material_Type_1
MAT003855,Material_Type_2
MAT003856,Material_Type_1
MAT003857,Material_Type_2
MAT003858,Material_Type_1
MAT003859,Material_Type_1
MAT003860,Material_Type_1
MAT003861,Material_Type_2
MAT003862,Material_Type_1
MAT003863,Material_Type_1
MAT003864,Material_Type_2
MAT003865,Material_Type_2
MAT003866,Material_Type_2
MAT003867,Material_Type_2
MAT003868,Material_Type_2
MAT003869,Material_Type_2
MAT003870,Material_Type_2
MAT003871,Material_Type_1
MAT003872,Material_Type_2
MAT003873,Material_Type_2
MAT003874,Material_Type_1
MAT003875,Material_Type_2
MAT003876,Material_Type_2
MAT003877,Material_Type_1
MAT003878,Material_Type_2
MAT003879,Material_Type_1
MAT003880,Material_Type_1
MAT003881,Material_Type_2
MAT003882,Material_Type_1
MAT003883,Material_Type_1
MAT003884,Material_Type_2
MAT003885,Material_Type_2
MAT003886,Material_Type_1
MAT003887,Material_Type_2
MAT003888,Material_Type_1
MAT003889,Material_Type_1
MAT003890,Material_Type_1
MAT003891,Material_Type_2
MAT003892,Material_Type_1
MAT003893,Material_Type_2
MAT003894,Material_Type_1
MAT003895,Material_Type_2
MAT003896,Material_Type_2
MAT003897,Material_Type_1
MAT003898,Material_Type_1
MAT003899,Material_Type_1
MAT003900,Material_Type_2
MAT003901,Material_Type_1
MAT003902,Material_Type_1
MAT003903,Material_Type_2
MAT003904,Material_Type_1
MAT003905,Material_Type_1
MAT003906,Material_Type_1
MAT003907,Material_Type_2
MAT003908,Material_Type_1
MAT003909,Material_Type_1
MAT003910,Material_Type_2
MAT003911,Material_Type_2
MAT003912,Material_Type_2
MAT003913,Material_Type_2
MAT003914,Material_Type_2
MAT003915,Material_Type_1
MAT003916,Material_Type_1
MAT003917,Material_Type_1
MAT003918,Material_Type_2
MAT003919,Material_Type_1
MAT003920,Material_Type_2
MAT003921,Material_Type_2
MAT003922,Material_Type_1
MAT003923,Material_Type_2
MAT003924,Material_Type_2
MAT003925,Material_Type_1
MAT003926,Material_Type_1
MAT003927,Material_Type_2
MAT003928,Material_Type_2
MAT003929,Material_Type_2
MAT003930,Material_Type_2
MAT003931,Material_Type_2
MAT003932,Material_Type_2
MAT003933,Material_Type_1
MAT003934,Material_Type_2
MAT003935,Material_Type_2
MAT003936,Material_Type_2
MAT003937,Material_Type_1
MAT003938,Material_Type_2
MAT003939,Material_Type_1
MAT003940,Material_Type_1
MAT003941,Material_Type_1
MAT003942,Material_Type_1
MAT003943,Material_Type_1
MAT003944,Material_Type_2
MAT003945,Material_Type_1
MAT003946,Material_Type_1
MAT003947,Material_Type_2
MAT003948,Material_Type_1
MAT003949,Material_Type_1
MAT003950,Material_Type_1
MAT003951,Material_Type_1
MAT003952,Material_Type_2
MAT003953,Material_Type_1
MAT003954,Material_Type_2
MAT003955,Material_Type_2
MAT003956,Material_Type_1
MAT003957,Material_Type_1
MAT003958,Material_Type_1
MAT003959,Material_Type_1
MAT003960,Material_Type_2
MAT003961,Material_Type_1
MAT003962,Material_Type_2
MAT003963,Material_Type_2
MAT003964,Material_Type_1
MAT003965,Material_Type_1
MAT003966,Material_Type_1
MAT003967,Material_Type_1
MAT003968,Material_Type_2
MAT003969,Material_Type_2
MAT003970,Material_Type_2
MAT003971,Material_Type_2
MAT003972,Material_Type_1
MAT003973,Material_Type_2
MAT003974,Material_Type_2
MAT003975,Material_Type_2
MAT003976,Material_Type_1
MAT003977,Material_Type_1
MAT003978,Material_Type_2
MAT003979,Material_Type_2
MAT003980,Material_Type_2
MAT003981,Material_Type_2
MAT003982,Material_Type_2
MAT003983,Material_Type_1
MAT003984,Material_Type_2
MAT003985,Material_Type_1
MAT003986,Material_Type_1
MAT003987,Material_Type_1
MAT003988,Material_Type_1
MAT003989,Material_Type_1
MAT003990,Material_Type_1
MAT003991,Material_Type_2
MAT003992,Material_Type_1
