MATERIAL,Sourcing_Plant,Sourcing_Vendor
MAT002950,Plant_201,Vendor_989
MAT002951,Plant_701,Vendor_286
MAT002952,Plant_579,Vendor_289
MAT002953,Plant_169,Vendor_594
MAT002954,Plant_792,Vendor_652
MAT002955,Plant_778,Vendor_683
MAT002956,Plant_108,Vendor_838
MAT002957,Plant_735,Vendor_362
MAT002958,Plant_165,Vendor_6
MAT002959,Plant_510,Vendor_607
MAT002960,Plant_274,Vendor_751
MAT002961,Plant_653,Vendor_732
MAT002962,Plant_570,Vendor_540
MAT002963,Plant_670,Vendor_148
MAT002964,Plant_163,Vendor_132
MAT002965,Plant_123,Vendor_467
MAT002966,Plant_506,Vendor_538
MAT002967,Plant_631,Vendor_248
MAT002968,Plant_612,Vendor_309
MAT002969,Plant_366,Vendor_144
MAT002970,Plant_470,Vendor_812
MAT002971,Plant_274,Vendor_93
MAT002972,Plant_273,Vendor_326
MAT002973,Plant_552,Vendor_466
MAT002974,Plant_564,Vendor_549
MAT002975,Plant_657,Vendor_122
MAT002976,Plant_46,Vendor_286
MAT002977,Plant_51,Vendor_519
MAT002978,Plant_285,Vendor_563
MAT002979,Plant_97,Vendor_404
MAT002980,Plant_212,Vendor_642
MAT002981,Plant_574,Vendor_276
MAT002982,Plant_629,Vendor_977
MAT002983,Plant_629,Vendor_509
MAT002984,Plant_101,Vendor_491
MAT002985,Plant_25,Vendor_62
MAT002986,Plant_343,Vendor_54
MAT002987,Plant_501,Vendor_971
MAT002988,Plant_751,Vendor_737
MAT002989,Plant_398,Vendor_78
MAT002990,Plant_45,Vendor_165
MAT002991,Plant_176,Vendor_760
MAT002992,Plant_276,Vendor_909
MAT002993,Plant_579,Vendor_44
MAT002994,Plant_129,Vendor_378
MAT002995,Plant_76,Vendor_174
MAT002996,Plant_241,Vendor_665
MAT002997,Plant_537,Vendor_55
MAT002998,Plant_338,Vendor_703
MAT002999,Plant_730,Vendor_754
MAT003000,Plant_251,Vendor_316
MAT003001,Plant_251,Vendor_668
MAT003002,Plant_749,Vendor_123
MAT003003,Plant_431,Vendor_534
MAT003004,Plant_788,Vendor_298
MAT003005,Plant_571,Vendor_246
MAT003006,Plant_696,Vendor_614
MAT003007,Plant_510,Vendor_705
MAT003008,Plant_699,Vendor_619
MAT003009,Plant_390,Vendor_357
MAT003010,Plant_260,Vendor_685
MAT003011,Plant_613,Vendor_868
MAT003012,Plant_331,Vendor_652
MAT003013,Plant_441,Vendor_372
MAT003014,Plant_617,Vendor_303
MAT003015,Plant_133,Vendor_653
MAT003016,Plant_757,Vendor_289
MAT003017,Plant_196,Vendor_93
MAT003018,Plant_630,Vendor_164
MAT003019,Plant_347,Vendor_655
MAT003020,Plant_743,Vendor_476
MAT003021,Plant_201,Vendor_421
MAT003022,Plant_555,Vendor_171
MAT003023,Plant_664,Vendor_404
MAT003024,Plant_712,Vendor_321
MAT003025,Plant_341,Vendor_540
MAT003026,Plant_428,Vendor_17
MAT003027,Plant_291,Vendor_3
MAT003028,Plant_293,Vendor_294
MAT003029,Plant_186,Vendor_787
MAT003030,Plant_303,Vendor_631
MAT003031,Plant_184,Vendor_947
MAT003032,Plant_780,Vendor_354
MAT003033,Plant_562,Vendor_463
MAT003034,Plant_82,Vendor_295
MAT003035,Plant_421,Vendor_174
MAT003036,Plant_552,Vendor_421
MAT003037,Plant_447,Vendor_72
MAT003038,Plant_18,Vendor_119
MAT003039,Plant_272,Vendor_934
MAT003040,Plant_288,Vendor_634
MAT003041,Plant_93,Vendor_571
MAT003042,Plant_133,Vendor_136
MAT003043,Plant_600,Vendor_642
MAT003044,Plant_81,Vendor_153
MAT003045,Plant_502,Vendor_193
MAT003046,Plant_444,Vendor_773
MAT003047,Plant_128,Vendor_249
MAT003048,Plant_366,Vendor_539
MAT003049,Plant_302,Vendor_71
MAT003050,Plant_545,Vendor_23
MAT003051,Plant_273,Vendor_953
MAT003052,Plant_685,Vendor_818
MAT003053,Plant_101,Vendor_509
MAT003054,Plant_721,Vendor_827
MAT003055,Plant_216,Vendor_920
MAT003056,Plant_310,Vendor_649
MAT003057,Plant_746,Vendor_398
MAT003058,Plant_689,Vendor_821
MAT003059,Plant_309,Vendor_795
MAT003060,Plant_293,Vendor_165
MAT003061,Plant_567,Vendor_841
MAT003062,Plant_431,Vendor_335
MAT003063,Plant_673,Vendor_698
MAT003064,Plant_34,Vendor_44
MAT003065,Plant_6,Vendor_200
MAT003066,Plant_623,Vendor_234
MAT003067,Plant_358,Vendor_63
MAT003068,Plant_670,Vendor_681
MAT003069,Plant_149,Vendor_582
MAT003070,Plant_689,Vendor_197
MAT003071,Plant_216,Vendor_426
MAT003072,Plant_790,Vendor_605
MAT003073,Plant_393,Vendor_257
MAT003074,Plant_549,Vendor_801
MAT003075,Plant_120,Vendor_643
MAT003076,Plant_104,Vendor_88
MAT003077,Plant_617,Vendor_610
MAT003078,Plant_420,Vendor_161
MAT003079,Plant_261,Vendor_809
MAT003080,Plant_762,Vendor_690
MAT003081,Plant_642,Vendor_389
MAT003082,Plant_596,Vendor_793
MAT003083,Plant_317,Vendor_148
MAT003084,Plant_244,Vendor_515
MAT003085,Plant_438,Vendor_922
MAT003086,Plant_135,Vendor_651
MAT003087,Plant_635,Vendor_163
MAT003088,Plant_33,Vendor_435
MAT003089,Plant_788,Vendor_881
MAT003090,Plant_287,Vendor_796
MAT003091,Plant_800,Vendor_488
MAT003092,Plant_123,Vendor_406
MAT003093,Plant_62,Vendor_787
MAT003094,Plant_278,Vendor_845
MAT003095,Plant_248,Vendor_145
MAT003096,Plant_239,Vendor_625
MAT003097,Plant_130,Vendor_484
MAT003098,Plant_39,Vendor_86
MAT003099,Plant_671,Vendor_820
MAT003100,Plant_738,Vendor_287
MAT003101,Plant_324,Vendor_204
MAT003102,Plant_738,Vendor_661
MAT003103,Plant_42,Vendor_214
MAT003104,Plant_447,Vendor_383
MAT003105,Plant_606,Vendor_782
MAT003106,Plant_568,Vendor_214
MAT003107,Plant_66,Vendor_716
MAT003108,Plant_224,Vendor_48
MAT003109,Plant_461,Vendor_542
MAT003110,Plant_657,Vendor_715
MAT003111,Plant_785,Vendor_408
MAT003112,Plant_33,Vendor_985
MAT003113,Plant_34,Vendor_362
MAT003114,Plant_281,Vendor_108
MAT003115,Plant_707,Vendor_253
MAT003116,Plant_689,Vendor_974
MAT003117,Plant_672,Vendor_764
MAT003118,Plant_684,Vendor_141
MAT003119,Plant_426,Vendor_427
MAT003120,Plant_345,Vendor_237
MAT003121,Plant_263,Vendor_193
MAT003122,Plant_162,Vendor_546
MAT003123,Plant_616,Vendor_734
MAT003124,Plant_708,Vendor_837
MAT003125,Plant_684,Vendor_506
MAT003126,Plant_69,Vendor_770
MAT003127,Plant_317,Vendor_75
MAT003128,Plant_201,Vendor_5
MAT003129,Plant_615,Vendor_884
MAT003130,Plant_184,Vendor_940
MAT003131,Plant_669,Vendor_238
MAT003132,Plant_102,Vendor_681
MAT003133,Plant_789,Vendor_601
MAT003134,Plant_236,Vendor_505
MAT003135,Plant_557,Vendor_662
MAT003136,Plant_674,Vendor_820
MAT003137,Plant_343,Vendor_669
MAT003138,Plant_512,Vendor_280
MAT003139,Plant_457,Vendor_372
MAT003140,Plant_349,Vendor_201
MAT003141,Plant_78,Vendor_861
MAT003142,Plant_688,Vendor_619
MAT003143,Plant_281,Vendor_720
MAT003144,Plant_351,Vendor_467
MAT003145,Plant_28,Vendor_268
MAT003146,Plant_111,Vendor_545
MAT003147,Plant_796,Vendor_691
MAT003148,Plant_507,Vendor_339
MAT003149,Plant_581,Vendor_935
MAT003150,Plant_47,Vendor_108
MAT003151,Plant_172,Vendor_514
MAT003152,Plant_381,Vendor_195
MAT003153,Plant_516,Vendor_881
MAT003154,Plant_330,Vendor_442
MAT003155,Plant_131,Vendor_360
MAT003156,Plant_550,Vendor_211
MAT003157,Plant_596,Vendor_507
MAT003158,Plant_672,Vendor_405
MAT003159,Plant_296,Vendor_931
MAT003160,Plant_661,Vendor_737
MAT003161,Plant_355,Vendor_380
MAT003162,Plant_1,Vendor_130
MAT003163,Plant_142,Vendor_166
MAT003164,Plant_780,Vendor_704
MAT003165,Plant_252,Vendor_619
MAT003166,Plant_771,Vendor_750
MAT003167,Plant_685,Vendor_483
MAT003168,Plant_706,Vendor_23
MAT003169,Plant_772,Vendor_111
MAT003170,Plant_368,Vendor_721
MAT003171,Plant_208,Vendor_111
MAT003172,Plant_234,Vendor_588
MAT003173,Plant_137,Vendor_405
MAT003174,Plant_688,Vendor_675
MAT003175,Plant_520,Vendor_665
MAT003176,Plant_707,Vendor_231
MAT003177,Plant_648,Vendor_997
MAT003178,Plant_240,Vendor_672
MAT003179,Plant_734,Vendor_283
MAT003180,Plant_49,Vendor_347
MAT003181,Plant_376,Vendor_91
MAT003182,Plant_770,Vendor_641
MAT003183,Plant_720,Vendor_645
MAT003184,Plant_388,Vendor_20
MAT003185,Plant_287,Vendor_350
MAT003186,Plant_268,Vendor_940
MAT003187,Plant_227,Vendor_199
MAT003188,Plant_497,Vendor_500
MAT003189,Plant_11,Vendor_605
MAT003190,Plant_532,Vendor_714
MAT003191,Plant_519,Vendor_213
MAT003192,Plant_481,Vendor_742
MAT003193,Plant_510,Vendor_787
MAT003194,Plant_64,Vendor_548
MAT003195,Plant_710,Vendor_512
MAT003196,Plant_150,Vendor_55
MAT003197,Plant_560,Vendor_312
MAT003198,Plant_15,Vendor_813
MAT003199,Plant_455,Vendor_114
MAT003200,Plant_513,Vendor_779
MAT003201,Plant_340,Vendor_653
MAT003202,Plant_476,Vendor_334
MAT003203,Plant_505,Vendor_928
MAT003204,Plant_516,Vendor_933
MAT003205,Plant_90,Vendor_736
MAT003206,Plant_319,Vendor_311
MAT003207,Plant_441,Vendor_479
MAT003208,Plant_680,Vendor_903
MAT003209,Plant_600,Vendor_816
MAT003210,Plant_633,Vendor_467
MAT003211,Plant_370,Vendor_311
MAT003212,Plant_421,Vendor_480
MAT003213,Plant_37,Vendor_709
MAT003214,Plant_777,Vendor_534
MAT003215,Plant_322,Vendor_1
MAT003216,Plant_416,Vendor_872
MAT003217,Plant_73,Vendor_800
MAT003218,Plant_481,Vendor_657
MAT003219,Plant_643,Vendor_927
MAT003220,Plant_738,Vendor_271
MAT003221,Plant_159,Vendor_442
MAT003222,Plant_185,Vendor_39
MAT003223,Plant_593,Vendor_496
MAT003224,Plant_228,Vendor_345
MAT003225,Plant_70,Vendor_53
MAT003226,Plant_132,Vendor_818
MAT003227,Plant_735,Vendor_540
MAT003228,Plant_145,Vendor_357
MAT003229,Plant_214,Vendor_185
MAT003230,Plant_18,Vendor_991
MAT003231,Plant_250,Vendor_62
MAT003232,Plant_1,Vendor_695
MAT003233,Plant_154,Vendor_13
MAT003234,Plant_115,Vendor_358
MAT003235,Plant_243,Vendor_971
MAT003236,Plant_230,Vendor_259
MAT003237,Plant_766,Vendor_614
MAT003238,Plant_81,Vendor_81
MAT003239,Plant_746,Vendor_655
MAT003240,Plant_674,Vendor_272
MAT003241,Plant_272,Vendor_726
MAT003242,Plant_203,Vendor_104
MAT003243,Plant_324,Vendor_940
MAT003244,Plant_753,Vendor_485
MAT003245,Plant_757,Vendor_868
MAT003246,Plant_387,Vendor_185
MAT003247,Plant_71,Vendor_351
MAT003248,Plant_232,Vendor_753
MAT003249,Plant_736,Vendor_468
MAT003250,Plant_593,Vendor_249
MAT003251,Plant_278,Vendor_899
MAT003252,Plant_359,Vendor_487
MAT003253,Plant_738,Vendor_319
MAT003254,Plant_724,Vendor_245
MAT003255,Plant_748,Vendor_232
MAT003256,Plant_78,Vendor_302
MAT003257,Plant_544,Vendor_396
MAT003258,Plant_377,Vendor_354
MAT003259,Plant_641,Vendor_283
MAT003260,Plant_582,Vendor_351
MAT003261,Plant_47,Vendor_75
MAT003262,Plant_248,Vendor_65
MAT003263,Plant_768,Vendor_356
MAT003264,Plant_488,Vendor_505
MAT003265,Plant_81,Vendor_93
MAT003266,Plant_468,Vendor_664
MAT003267,Plant_773,Vendor_513
MAT003268,Plant_31,Vendor_995
MAT003269,Plant_271,Vendor_845
MAT003270,Plant_193,Vendor_480
MAT003271,Plant_731,Vendor_599
MAT003272,Plant_762,Vendor_43
MAT003273,Plant_751,Vendor_997
MAT003274,Plant_254,Vendor_584
MAT003275,Plant_187,Vendor_669
MAT003276,Plant_661,Vendor_300
MAT003277,Plant_444,Vendor_280
MAT003278,Plant_568,Vendor_267
MAT003279,Plant_60,Vendor_831
MAT003280,Plant_121,Vendor_323
MAT003281,Plant_358,Vendor_978
MAT003282,Plant_792,Vendor_326
MAT003283,Plant_46,Vendor_836
MAT003284,Plant_497,Vendor_293
MAT003285,Plant_787,Vendor_692
MAT003286,Plant_395,Vendor_748
MAT003287,Plant_386,Vendor_370
MAT003288,Plant_443,Vendor_614
MAT003289,Plant_692,Vendor_181
MAT003290,Plant_363,Vendor_661
MAT003291,Plant_233,Vendor_702
MAT003292,Plant_26,Vendor_315
MAT003293,Plant_450,Vendor_16
MAT003294,Plant_621,Vendor_862
MAT003295,Plant_380,Vendor_214
MAT003296,Plant_105,Vendor_319
MAT003297,Plant_432,Vendor_903
MAT003298,Plant_626,Vendor_258
MAT003299,Plant_497,Vendor_154
MAT003300,Plant_748,Vendor_64
MAT003301,Plant_686,Vendor_793
MAT003302,Plant_660,Vendor_415
MAT003303,Plant_197,Vendor_126
MAT003304,Plant_674,Vendor_860
MAT003305,Plant_508,Vendor_442
MAT003306,Plant_314,Vendor_884
MAT003307,Plant_614,Vendor_565
MAT003308,Plant_64,Vendor_242
MAT003309,Plant_777,Vendor_812
MAT003310,Plant_39,Vendor_50
MAT003311,Plant_381,Vendor_708
MAT003312,Plant_303,Vendor_579
MAT003313,Plant_424,Vendor_552
MAT003314,Plant_181,Vendor_443
MAT003315,Plant_589,Vendor_117
MAT003316,Plant_347,Vendor_105
MAT003317,Plant_541,Vendor_103
MAT003318,Plant_59,Vendor_994
MAT003319,Plant_510,Vendor_330
MAT003320,Plant_442,Vendor_310
MAT003321,Plant_216,Vendor_889
MAT003322,Plant_58,Vendor_676
MAT003323,Plant_640,Vendor_692
MAT003324,Plant_276,Vendor_588
MAT003325,Plant_54,Vendor_249
MAT003326,Plant_380,Vendor_367
MAT003327,Plant_561,Vendor_100
MAT003328,Plant_159,Vendor_841
MAT003329,Plant_603,Vendor_184
MAT003330,Plant_411,Vendor_915
MAT003331,Plant_198,Vendor_526
MAT003332,Plant_767,Vendor_338
MAT003333,Plant_573,Vendor_598
MAT003334,Plant_502,Vendor_468
MAT003335,Plant_73,Vendor_727
MAT003336,Plant_442,Vendor_495
MAT003337,Plant_224,Vendor_412
MAT003338,Plant_729,Vendor_16
MAT003339,Plant_535,Vendor_577
MAT003340,Plant_501,Vendor_884
MAT003341,Plant_760,Vendor_922
MAT003342,Plant_502,Vendor_366
MAT003343,Plant_703,Vendor_273
MAT003344,Plant_186,Vendor_213
MAT003345,Plant_621,Vendor_138
MAT003346,Plant_775,Vendor_800
MAT003347,Plant_42,Vendor_846
MAT003348,Plant_611,Vendor_875
MAT003349,Plant_648,Vendor_544
MAT003350,Plant_538,Vendor_674
MAT003351,Plant_160,Vendor_62
MAT003352,Plant_356,Vendor_992
MAT003353,Plant_257,Vendor_227
MAT003354,Plant_317,Vendor_18
MAT003355,Plant_784,Vendor_118
MAT003356,Plant_673,Vendor_385
MAT003357,Plant_378,Vendor_342
MAT003358,Plant_749,Vendor_569
MAT003359,Plant_313,Vendor_329
MAT003360,Plant_313,Vendor_804
MAT003361,Plant_2,Vendor_581
MAT003362,Plant_729,Vendor_764
MAT003363,Plant_87,Vendor_941
MAT003364,Plant_600,Vendor_958
MAT003365,Plant_526,Vendor_718
MAT003366,Plant_530,Vendor_3
MAT003367,Plant_794,Vendor_46
MAT003368,Plant_323,Vendor_542
MAT003369,Plant_8,Vendor_217
MAT003370,Plant_272,Vendor_184
MAT003371,Plant_612,Vendor_424
MAT003372,Plant_607,Vendor_710
MAT003373,Plant_578,Vendor_141
MAT003374,Plant_726,Vendor_661
MAT003375,Plant_523,Vendor_170
MAT003376,Plant_737,Vendor_825
MAT003377,Plant_294,Vendor_353
MAT003378,Plant_95,Vendor_87
MAT003379,Plant_329,Vendor_618
MAT003380,Plant_242,Vendor_155
MAT003381,Plant_405,Vendor_886
MAT003382,Plant_6,Vendor_703
MAT003383,Plant_9,Vendor_577
MAT003384,Plant_161,Vendor_65
MAT003385,Plant_42,Vendor_158
MAT003386,Plant_392,Vendor_658
MAT003387,Plant_653,Vendor_520
MAT003388,Plant_102,Vendor_183
MAT003389,Plant_482,Vendor_999
MAT003390,Plant_686,Vendor_411
MAT003391,Plant_431,Vendor_37
MAT003392,Plant_98,Vendor_210
MAT003393,Plant_343,Vendor_109
MAT003394,Plant_154,Vendor_212
MAT003395,Plant_73,Vendor_580
MAT003396,Plant_688,Vendor_867
MAT003397,Plant_504,Vendor_430
MAT003398,Plant_677,Vendor_354
MAT003399,Plant_335,Vendor_221
MAT003400,Plant_619,Vendor_694
MAT003401,Plant_337,Vendor_239
MAT003402,Plant_187,Vendor_321
MAT003404,Plant_286,Vendor_738
MAT003405,Plant_431,Vendor_955
MAT003406,Plant_137,Vendor_300
MAT003407,Plant_37,Vendor_246
MAT003408,Plant_254,Vendor_36
MAT003409,Plant_537,Vendor_417
MAT003410,Plant_313,Vendor_313
MAT003411,Plant_701,Vendor_469
MAT003412,Plant_454,Vendor_256
MAT003413,Plant_702,Vendor_231
MAT003414,Plant_425,Vendor_476
MAT003415,Plant_15,Vendor_402
MAT003416,Plant_558,Vendor_605
MAT003417,Plant_403,Vendor_346
MAT003418,Plant_43,Vendor_908
MAT003419,Plant_705,Vendor_90
MAT003420,Plant_87,Vendor_578
MAT003421,Plant_794,Vendor_235
MAT003422,Plant_45,Vendor_6
MAT003423,Plant_47,Vendor_610
MAT003424,Plant_134,Vendor_685
MAT003425,Plant_510,Vendor_700
MAT003426,Plant_176,Vendor_298
MAT003427,Plant_435,Vendor_678
MAT003428,Plant_332,Vendor_589
MAT003429,Plant_435,Vendor_995
MAT003430,Plant_600,Vendor_303
MAT003431,Plant_648,Vendor_964
MAT003432,Plant_451,Vendor_903
MAT003433,Plant_704,Vendor_430
MAT003434,Plant_473,Vendor_922
MAT003435,Plant_516,Vendor_835
MAT003436,Plant_495,Vendor_173
MAT003437,Plant_636,Vendor_14
MAT003438,Plant_379,Vendor_966
MAT003439,Plant_220,Vendor_733
MAT003440,Plant_30,Vendor_781
MAT003441,Plant_213,Vendor_640
MAT003442,Plant_15,Vendor_86
MAT003443,Plant_125,Vendor_790
MAT003444,Plant_198,Vendor_485
MAT003445,Plant_40,Vendor_22
MAT003446,Plant_483,Vendor_372
MAT003447,Plant_642,Vendor_628
MAT003448,Plant_202,Vendor_132
MAT003449,Plant_133,Vendor_474
MAT003450,Plant_161,Vendor_412
MAT003451,Plant_460,Vendor_200
MAT003452,Plant_86,Vendor_871
MAT003453,Plant_365,Vendor_860
MAT003454,Plant_729,Vendor_369
MAT003455,Plant_404,Vendor_772
MAT003456,Plant_783,Vendor_938
MAT003457,Plant_364,Vendor_551
MAT003458,Plant_630,Vendor_642
MAT003459,Plant_533,Vendor_287
MAT003460,Plant_732,Vendor_151
MAT003461,Plant_227,Vendor_780
MAT003462,Plant_76,Vendor_437
MAT003463,Plant_217,Vendor_819
MAT003464,Plant_137,Vendor_679
MAT003465,Plant_575,Vendor_545
MAT003466,Plant_741,Vendor_780
MAT003467,Plant_564,Vendor_526
MAT003468,Plant_723,Vendor_740
MAT003469,Plant_715,Vendor_174
MAT003470,Plant_111,Vendor_686
MAT003471,Plant_398,Vendor_479
MAT003472,Plant_251,Vendor_445
MAT003473,Plant_565,Vendor_415
MAT003474,Plant_385,Vendor_223
MAT003475,Plant_79,Vendor_320
MAT003476,Plant_792,Vendor_282
MAT003477,Plant_738,Vendor_947
MAT003478,Plant_220,Vendor_724
MAT003479,Plant_326,Vendor_56
MAT003480,Plant_513,Vendor_64
MAT003481,Plant_480,Vendor_209
MAT003482,Plant_561,Vendor_944
MAT003483,Plant_34,Vendor_728
MAT003484,Plant_680,Vendor_524
MAT003485,Plant_716,Vendor_119
MAT003486,Plant_736,Vendor_145
MAT003487,Plant_680,Vendor_199
MAT003488,Plant_484,Vendor_822
MAT003489,Plant_56,Vendor_558
MAT003490,Plant_706,Vendor_794
MAT003491,Plant_556,Vendor_223
MAT003492,Plant_553,Vendor_62
MAT003493,Plant_415,Vendor_622
MAT003494,Plant_513,Vendor_721
MAT003495,Plant_85,Vendor_626
MAT003496,Plant_40,Vendor_825
MAT003497,Plant_723,Vendor_680
MAT003498,Plant_580,Vendor_140
MAT003499,Plant_758,Vendor_804
MAT003500,Plant_632,Vendor_759
MAT003501,Plant_711,Vendor_562
MAT003502,Plant_477,Vendor_15
MAT003503,Plant_649,Vendor_523
MAT003504,Plant_588,Vendor_891
MAT003505,Plant_569,Vendor_883
MAT003506,Plant_499,Vendor_666
MAT003507,Plant_169,Vendor_665
MAT003508,Plant_600,Vendor_984
MAT003509,Plant_395,Vendor_737
MAT003510,Plant_244,Vendor_322
MAT003511,Plant_630,Vendor_7
MAT003512,Plant_132,Vendor_604
MAT003513,Plant_592,Vendor_742
MAT003514,Plant_678,Vendor_90
MAT003515,Plant_150,Vendor_360
MAT003516,Plant_126,Vendor_131
MAT003517,Plant_746,Vendor_159
MAT003518,Plant_452,Vendor_722
MAT003519,Plant_148,Vendor_991
MAT003520,Plant_402,Vendor_177
MAT003521,Plant_308,Vendor_304
MAT003522,Plant_301,Vendor_202
MAT003523,Plant_465,Vendor_955
MAT003524,Plant_706,Vendor_246
MAT003525,Plant_625,Vendor_407
MAT003526,Plant_436,Vendor_63
MAT003527,Plant_470,Vendor_535
MAT003528,Plant_588,Vendor_705
MAT003529,Plant_609,Vendor_80
MAT003530,Plant_603,Vendor_187
MAT003531,Plant_707,Vendor_627
MAT003532,Plant_681,Vendor_42
MAT003533,Plant_758,Vendor_519
MAT003534,Plant_741,Vendor_562
MAT003535,Plant_144,Vendor_827
MAT003536,Plant_430,Vendor_612
MAT003537,Plant_205,Vendor_137
MAT003538,Plant_402,Vendor_421
MAT003539,Plant_398,Vendor_153
MAT003540,Plant_141,Vendor_32
MAT003541,Plant_347,Vendor_712
MAT003542,Plant_573,Vendor_162
MAT003543,Plant_564,Vendor_527
MAT003544,Plant_760,Vendor_119
MAT003545,Plant_448,Vendor_364
MAT003546,Plant_303,Vendor_161
MAT003547,Plant_438,Vendor_387
MAT003548,Plant_424,Vendor_212
MAT003549,Plant_749,Vendor_932
MAT003550,Plant_678,Vendor_329
MAT003551,Plant_207,Vendor_272
MAT003552,Plant_458,Vendor_461
MAT003553,Plant_168,Vendor_750
MAT003554,Plant_692,Vendor_572
MAT003555,Plant_659,Vendor_832
MAT003556,Plant_72,Vendor_362
MAT003557,Plant_647,Vendor_290
MAT003558,Plant_439,Vendor_302
MAT003559,Plant_754,Vendor_157
MAT003560,Plant_515,Vendor_141
MAT003561,Plant_155,Vendor_69
MAT003562,Plant_585,Vendor_120
MAT003563,Plant_101,Vendor_749
MAT003564,Plant_666,Vendor_346
MAT003565,Plant_247,Vendor_416
MAT003566,Plant_761,Vendor_517
MAT003567,Plant_197,Vendor_620
MAT003568,Plant_317,Vendor_305
MAT003569,Plant_165,Vendor_721
MAT003570,Plant_702,Vendor_497
MAT003571,Plant_359,Vendor_898
MAT003572,Plant_632,Vendor_345
MAT003573,Plant_55,Vendor_175
MAT003574,Plant_385,Vendor_745
MAT003575,Plant_706,Vendor_435
MAT003576,Plant_270,Vendor_395
MAT003577,Plant_296,Vendor_357
MAT003578,Plant_567,Vendor_805
MAT003579,Plant_104,Vendor_806
MAT003580,Plant_682,Vendor_439
MAT003581,Plant_167,Vendor_403
MAT003582,Plant_422,Vendor_917
MAT003583,Plant_357,Vendor_627
MAT003584,Plant_688,Vendor_494
MAT003585,Plant_479,Vendor_714
MAT003586,Plant_578,Vendor_968
MAT003587,Plant_230,Vendor_397
MAT003588,Plant_192,Vendor_516
MAT003589,Plant_483,Vendor_705
MAT003590,Plant_90,Vendor_529
MAT003591,Plant_758,Vendor_627
MAT003592,Plant_449,Vendor_526
MAT003593,Plant_155,Vendor_746
MAT003594,Plant_789,Vendor_962
MAT003595,Plant_274,Vendor_577
MAT003596,Plant_261,Vendor_874
MAT003597,Plant_771,Vendor_582
MAT003598,Plant_77,Vendor_280
MAT003599,Plant_355,Vendor_397
MAT003600,Plant_132,Vendor_731
MAT003601,Plant_560,Vendor_175
MAT003602,Plant_288,Vendor_771
MAT003603,Plant_605,Vendor_184
MAT003604,Plant_10,Vendor_344
MAT003605,Plant_428,Vendor_267
MAT003606,Plant_147,Vendor_836
MAT003607,Plant_16,Vendor_303
MAT003608,Plant_750,Vendor_979
MAT003609,Plant_708,Vendor_780
MAT003610,Plant_775,Vendor_994
MAT003611,Plant_115,Vendor_5
MAT003612,Plant_131,Vendor_555
MAT003613,Plant_649,Vendor_114
MAT003614,Plant_413,Vendor_441
MAT003615,Plant_255,Vendor_612
MAT003616,Plant_458,Vendor_229
MAT003617,Plant_325,Vendor_995
MAT003618,Plant_238,Vendor_845
MAT003619,Plant_602,Vendor_27
MAT003620,Plant_632,Vendor_253
MAT003621,Plant_447,Vendor_531
MAT003622,Plant_146,Vendor_210
MAT003623,Plant_255,Vendor_751
MAT003624,Plant_562,Vendor_266
MAT003625,Plant_611,Vendor_353
MAT003626,Plant_83,Vendor_765
MAT003627,Plant_246,Vendor_90
MAT003628,Plant_60,Vendor_858
MAT003629,Plant_611,Vendor_861
MAT003630,Plant_40,Vendor_757
MAT003631,Plant_599,Vendor_541
MAT003632,Plant_33,Vendor_738
MAT003633,Plant_526,Vendor_18
MAT003634,Plant_376,Vendor_451
MAT003635,Plant_538,Vendor_215
MAT003636,Plant_10,Vendor_729
MAT003637,Plant_248,Vendor_985
MAT003638,Plant_429,Vendor_374
MAT003639,Plant_690,Vendor_646
MAT003640,Plant_88,Vendor_821
MAT003641,Plant_669,Vendor_951
MAT003642,Plant_405,Vendor_223
MAT003643,Plant_463,Vendor_464
MAT003644,Plant_551,Vendor_233
MAT003645,Plant_410,Vendor_235
MAT003646,Plant_567,Vendor_806
MAT003647,Plant_456,Vendor_325
MAT003648,Plant_433,Vendor_263
MAT003649,Plant_743,Vendor_318
MAT003650,Plant_78,Vendor_883
MAT003651,Plant_347,Vendor_422
MAT003652,Plant_368,Vendor_508
MAT003653,Plant_729,Vendor_419
MAT003654,Plant_63,Vendor_484
MAT003655,Plant_462,Vendor_645
MAT003656,Plant_92,Vendor_909
MAT003657,Plant_532,Vendor_41
MAT003658,Plant_467,Vendor_956
MAT003659,Plant_33,Vendor_952
MAT003660,Plant_115,Vendor_779
MAT003661,Plant_197,Vendor_88
MAT003662,Plant_34,Vendor_873
MAT003663,Plant_442,Vendor_81
MAT003664,Plant_24,Vendor_535
MAT003665,Plant_625,Vendor_448
MAT003666,Plant_22,Vendor_281
MAT003667,Plant_261,Vendor_64
MAT003668,Plant_758,Vendor_347
MAT003669,Plant_779,Vendor_784
MAT003670,Plant_8,Vendor_143
MAT003671,Plant_138,Vendor_63
MAT003672,Plant_171,Vendor_680
MAT003673,Plant_501,Vendor_367
MAT003674,Plant_547,Vendor_897
MAT003675,Plant_255,Vendor_504
MAT003676,Plant_209,Vendor_6
MAT003677,Plant_483,Vendor_515
MAT003678,Plant_160,Vendor_429
MAT003679,Plant_523,Vendor_738
